id, label, timepoint, x, y, z, radius, parent_id,cell fate
155727,155728,0, 753.0, 238.0, 145.0, 10.0,-1,
155829,155830,0, 386.0, 249.0, 145.0, 10.0,-1,
155859,155860,0, 370.0, 257.0, 145.0, 10.0,-1,
155884,155885,0, 290.0, 265.0, 145.0, 10.0,-1,
155957,155958,0, 793.0, 267.0, 145.0, 10.0,-1,
155984,155985,0, 596.0, 269.0, 145.0, 10.0,-1,
156139,156140,0, 152.0, 270.0, 145.0, 10.0,-1,
156323,156324,0, 239.0, 281.0, 145.0, 10.0,-1,
156347,156348,0, 474.0, 281.0, 145.0, 10.0,-1,
156387,156388,0, 795.0, 283.0, 145.0, 10.0,-1,
156411,156412,0, 501.0, 285.0, 145.0, 10.0,-1,
156434,156435,0, 338.0, 292.0, 145.0, 10.0,-1,
156486,156487,0, 385.0, 292.0, 145.0, 10.0,-1,
156558,156559,0, 486.0, 292.0, 145.0, 10.0,-1,
156602,156603,0, 205.0, 293.0, 145.0, 10.0,-1,
156797,156798,0, 806.0, 294.0, 145.0, 10.0,-1,
156844,156845,0, 549.0, 296.0, 145.0, 10.0,-1,
156912,156913,0, 191.0, 301.0, 145.0, 10.0,-1,
156929,156930,0, 750.0, 301.0, 145.0, 10.0,-1,
156946,156947,0, 261.0, 302.0, 145.0, 10.0,-1,
157026,157027,0, 806.0, 311.0, 145.0, 10.0,-1,
157041,157042,0, 730.0, 359.0, 145.0, 10.0,-1,
157090,157091,0, 784.0, 360.0, 145.0, 10.0,-1,
157103,157104,0, 661.0, 369.0, 145.0, 10.0,-1,
157124,157125,0, 779.0, 376.0, 145.0, 10.0,-1,
157206,157207,0, 365.0, 378.0, 145.0, 10.0,-1,
157248,157249,0, 169.0, 387.0, 145.0, 10.0,-1,
157414,157415,0, 368.0, 390.0, 145.0, 10.0,-1,
157540,157541,0, 534.0, 392.0, 145.0, 10.0,-1,
157543,157544,0, 773.0, 392.0, 145.0, 10.0,-1,
157672,157673,0, 618.0, 400.0, 145.0, 10.0,-1,
157690,157691,0, 741.0, 406.0, 145.0, 10.0,-1,
157859,157860,0, 90.0, 407.0, 145.0, 10.0,-1,
157903,157904,0, 470.0, 417.0, 145.0, 10.0,-1,
157913,157914,0, 380.0, 419.0, 145.0, 10.0,-1,
158027,158028,0, 734.0, 422.0, 145.0, 10.0,-1,
158050,158051,0, 414.0, 424.0, 145.0, 10.0,-1,
158108,158109,0, 497.0, 431.0, 145.0, 10.0,-1,
158124,158125,0, 202.0, 444.0, 145.0, 10.0,-1,
158126,158127,0, 379.0, 444.0, 145.0, 10.0,-1,
158167,158168,0, 445.0, 446.0, 145.0, 10.0,-1,
158206,158207,0, 401.0, 448.0, 145.0, 10.0,-1,
158244,158245,0, 415.0, 449.0, 145.0, 10.0,-1,
158261,158262,0, 345.0, 450.0, 145.0, 10.0,-1,
158444,158445,0, 134.0, 454.0, 145.0, 10.0,-1,
158456,158457,0, 307.0, 458.0, 145.0, 10.0,-1,
158589,158590,0, 649.0, 462.0, 145.0, 10.0,-1,
158721,158722,0, 214.0, 467.0, 145.0, 10.0,-1,
158962,158963,0, 154.0, 469.0, 145.0, 10.0,-1,
159082,159083,0, 190.0, 483.0, 145.0, 10.0,-1,
159365,159366,0, 263.0, 501.0, 145.0, 10.0,-1,
159587,159588,0, 517.0, 503.0, 145.0, 10.0,-1,
159960,159961,0, 440.0, 512.0, 145.0, 10.0,-1,
160070,160071,0, 458.0, 512.0, 145.0, 10.0,-1,
160345,160346,0, 370.0, 516.0, 145.0, 10.0,-1,
160776,160777,0, 420.0, 516.0, 145.0, 10.0,-1,
161008,161009,0, 486.0, 178.0, 150.0, 10.0,-1,
161104,161105,0, 470.0, 179.0, 150.0, 10.0,-1,
161293,161294,0, 438.0, 182.0, 150.0, 10.0,-1,
161420,161421,0, 402.0, 183.0, 150.0, 10.0,-1,
161445,161446,0, 390.0, 187.0, 150.0, 10.0,-1,
161683,161684,0, 370.0, 190.0, 150.0, 10.0,-1,
162071,162072,0, 655.0, 190.0, 150.0, 10.0,-1,
162305,162306,0, 349.0, 194.0, 150.0, 10.0,-1,
162407,162408,0, 330.0, 199.0, 150.0, 10.0,-1,
162475,162476,0, 293.0, 204.0, 150.0, 10.0,-1,
162504,162505,0, 716.0, 208.0, 150.0, 10.0,-1,
162974,162975,0, 697.0, 209.0, 150.0, 10.0,-1,
163252,163253,0, 237.0, 223.0, 150.0, 10.0,-1,
163835,163836,0, 194.0, 240.0, 150.0, 10.0,-1,
163879,163880,0, 780.0, 240.0, 150.0, 10.0,-1,
163904,163905,0, 486.0, 242.0, 150.0, 10.0,-1,
163970,163971,0, 446.0, 245.0, 150.0, 10.0,-1,
164015,164016,0, 503.0, 246.0, 150.0, 10.0,-1,
164044,164045,0, 178.0, 252.0, 150.0, 10.0,-1,
164116,164117,0, 788.0, 255.0, 150.0, 10.0,-1,
164169,164170,0, 162.0, 259.0, 150.0, 10.0,-1,
164260,164261,0, 396.0, 268.0, 150.0, 10.0,-1,
164274,164275,0, 137.0, 274.0, 150.0, 10.0,-1,
164360,164361,0, 462.0, 274.0, 150.0, 10.0,-1,
164382,164383,0, 812.0, 275.0, 150.0, 10.0,-1,
164433,164434,0, 529.0, 276.0, 150.0, 10.0,-1,
164487,164488,0, 645.0, 278.0, 150.0, 10.0,-1,
164494,164495,0, 223.0, 281.0, 150.0, 10.0,-1,
164673,164674,0, 124.0, 286.0, 150.0, 10.0,-1,
164893,164894,0, 324.0, 287.0, 150.0, 10.0,-1,
164914,164915,0, 409.0, 289.0, 150.0, 10.0,-1,
164929,164930,0, 449.0, 292.0, 150.0, 10.0,-1,
164959,164960,0, 357.0, 293.0, 150.0, 10.0,-1,
165041,165042,0, 820.0, 299.0, 150.0, 10.0,-1,
165045,165046,0, 242.0, 303.0, 150.0, 10.0,-1,
165054,165055,0, 578.0, 303.0, 150.0, 10.0,-1,
165071,165072,0, 204.0, 315.0, 150.0, 10.0,-1,
165089,165090,0, 292.0, 315.0, 150.0, 10.0,-1,
165233,165234,0, 151.0, 316.0, 150.0, 10.0,-1,
165257,165258,0, 191.0, 317.0, 150.0, 10.0,-1,
165457,165458,0, 93.0, 319.0, 150.0, 10.0,-1,
165669,165670,0, 810.0, 323.0, 150.0, 10.0,-1,
165780,165781,0, 165.0, 330.0, 150.0, 10.0,-1,
165892,165893,0, 145.0, 333.0, 150.0, 10.0,-1,
165976,165977,0, 191.0, 333.0, 150.0, 10.0,-1,
166379,166380,0, 87.0, 334.0, 150.0, 10.0,-1,
166458,166459,0, 692.0, 340.0, 150.0, 10.0,-1,
166469,166470,0, 805.0, 344.0, 150.0, 10.0,-1,
166547,166548,0, 133.0, 347.0, 150.0, 10.0,-1,
166565,166566,0, 675.0, 356.0, 150.0, 10.0,-1,
166637,166638,0, 813.0, 356.0, 150.0, 10.0,-1,
166740,166741,0, 263.0, 362.0, 150.0, 10.0,-1,
166821,166822,0, 798.0, 368.0, 150.0, 10.0,-1,
167084,167085,0, 79.0, 370.0, 150.0, 10.0,-1,
167128,167129,0, 637.0, 373.0, 150.0, 10.0,-1,
167138,167139,0, 849.0, 374.0, 150.0, 10.0,-1,
167150,167151,0, 154.0, 384.0, 150.0, 10.0,-1,
167246,167247,0, 75.0, 392.0, 150.0, 10.0,-1,
167258,167259,0, 483.0, 394.0, 150.0, 10.0,-1,
167262,167263,0, 153.0, 402.0, 150.0, 10.0,-1,
167295,167296,0, 173.0, 403.0, 150.0, 10.0,-1,
167298,167299,0, 638.0, 403.0, 150.0, 10.0,-1,
167304,167305,0, 495.0, 409.0, 150.0, 10.0,-1,
167338,167339,0, 755.0, 409.0, 150.0, 10.0,-1,
167390,167391,0, 509.0, 411.0, 150.0, 10.0,-1,
167433,167434,0, 593.0, 414.0, 150.0, 10.0,-1,
167470,167471,0, 179.0, 420.0, 150.0, 10.0,-1,
167523,167524,0, 210.0, 428.0, 150.0, 10.0,-1,
167535,167536,0, 192.0, 429.0, 150.0, 10.0,-1,
167557,167558,0, 366.0, 429.0, 150.0, 10.0,-1,
167739,167740,0, 98.0, 431.0, 150.0, 10.0,-1,
167799,167800,0, 716.0, 432.0, 150.0, 10.0,-1,
167829,167830,0, 507.0, 439.0, 150.0, 10.0,-1,
167878,167879,0, 214.0, 441.0, 150.0, 10.0,-1,
167931,167932,0, 701.0, 444.0, 150.0, 10.0,-1,
167952,167953,0, 117.0, 448.0, 150.0, 10.0,-1,
168307,168308,0, 466.0, 448.0, 150.0, 10.0,-1,
168331,168332,0, 238.0, 453.0, 150.0, 10.0,-1,
168601,168602,0, 680.0, 453.0, 150.0, 10.0,-1,
168693,168694,0, 260.0, 454.0, 150.0, 10.0,-1,
168705,168706,0, 367.0, 455.0, 150.0, 10.0,-1,
169038,169039,0, 665.0, 456.0, 150.0, 10.0,-1,
169207,169208,0, 278.0, 457.0, 150.0, 10.0,-1,
169252,169253,0, 628.0, 468.0, 150.0, 10.0,-1,
169459,169460,0, 604.0, 479.0, 150.0, 10.0,-1,
170086,170087,0, 169.0, 481.0, 150.0, 10.0,-1,
170439,170440,0, 575.0, 486.0, 150.0, 10.0,-1,
170820,170821,0, 545.0, 490.0, 150.0, 10.0,-1,
170991,170992,0, 224.0, 493.0, 150.0, 10.0,-1,
171419,171420,0, 243.0, 497.0, 150.0, 10.0,-1,
171803,171804,0, 533.0, 502.0, 150.0, 10.0,-1,
172507,172508,0, 502.0, 508.0, 150.0, 10.0,-1,
172989,172990,0, 474.0, 511.0, 150.0, 10.0,-1,
173120,173121,0, 337.0, 512.0, 150.0, 10.0,-1,
173303,173304,0, 397.0, 515.0, 150.0, 10.0,-1,
173712,173713,0, 500.0, 172.0, 155.0, 10.0,-1,
173960,173961,0, 564.0, 172.0, 155.0, 10.0,-1,
174203,174204,0, 536.0, 175.0, 155.0, 10.0,-1,
174979,174980,0, 522.0, 178.0, 155.0, 10.0,-1,
175148,175149,0, 576.0, 180.0, 155.0, 10.0,-1,
175476,175477,0, 421.0, 181.0, 155.0, 10.0,-1,
175582,175583,0, 590.0, 181.0, 155.0, 10.0,-1,
175912,175913,0, 627.0, 182.0, 155.0, 10.0,-1,
176423,176424,0, 335.0, 185.0, 155.0, 10.0,-1,
176574,176575,0, 640.0, 188.0, 155.0, 10.0,-1,
176821,176822,0, 311.0, 197.0, 155.0, 10.0,-1,
176850,176851,0, 765.0, 214.0, 155.0, 10.0,-1,
176933,176934,0, 269.0, 216.0, 155.0, 10.0,-1,
177343,177344,0, 729.0, 219.0, 155.0, 10.0,-1,
177673,177674,0, 746.0, 220.0, 155.0, 10.0,-1,
177679,177680,0, 213.0, 228.0, 155.0, 10.0,-1,
177741,177742,0, 761.0, 233.0, 155.0, 10.0,-1,
177763,177764,0, 419.0, 241.0, 155.0, 10.0,-1,
177823,177824,0, 383.0, 244.0, 155.0, 10.0,-1,
177906,177907,0, 802.0, 245.0, 155.0, 10.0,-1,
177995,177996,0, 531.0, 248.0, 155.0, 10.0,-1,
178023,178024,0, 575.0, 252.0, 155.0, 10.0,-1,
178100,178101,0, 517.0, 255.0, 155.0, 10.0,-1,
178119,178120,0, 277.0, 258.0, 155.0, 10.0,-1,
178192,178193,0, 304.0, 258.0, 155.0, 10.0,-1,
178345,178346,0, 813.0, 260.0, 155.0, 10.0,-1,
178348,178349,0, 354.0, 262.0, 155.0, 10.0,-1,
178447,178448,0, 826.0, 262.0, 155.0, 10.0,-1,
178466,178467,0, 321.0, 263.0, 155.0, 10.0,-1,
178475,178476,0, 357.0, 274.0, 155.0, 10.0,-1,
178493,178494,0, 430.0, 274.0, 155.0, 10.0,-1,
178509,178510,0, 518.0, 275.0, 155.0, 10.0,-1,
178547,178548,0, 340.0, 276.0, 155.0, 10.0,-1,
178565,178566,0, 447.0, 276.0, 155.0, 10.0,-1,
178600,178601,0, 830.0, 279.0, 155.0, 10.0,-1,
178692,178693,0, 206.0, 282.0, 155.0, 10.0,-1,
178718,178719,0, 189.0, 286.0, 155.0, 10.0,-1,
178739,178740,0, 562.0, 286.0, 155.0, 10.0,-1,
178760,178761,0, 774.0, 287.0, 155.0, 10.0,-1,
178802,178803,0, 107.0, 291.0, 155.0, 10.0,-1,
178928,178929,0, 172.0, 297.0, 155.0, 10.0,-1,
178978,178979,0, 501.0, 297.0, 155.0, 10.0,-1,
178991,178992,0, 833.0, 300.0, 155.0, 10.0,-1,
179089,179090,0, 459.0, 303.0, 155.0, 10.0,-1,
179143,179144,0, 527.0, 303.0, 155.0, 10.0,-1,
179208,179209,0, 307.0, 311.0, 155.0, 10.0,-1,
179314,179315,0, 578.0, 314.0, 155.0, 10.0,-1,
179378,179379,0, 825.0, 318.0, 155.0, 10.0,-1,
179418,179419,0, 623.0, 321.0, 155.0, 10.0,-1,
179456,179457,0, 707.0, 330.0, 155.0, 10.0,-1,
179501,179502,0, 579.0, 334.0, 155.0, 10.0,-1,
179525,179526,0, 822.0, 339.0, 155.0, 10.0,-1,
179791,179792,0, 201.0, 344.0, 155.0, 10.0,-1,
179832,179833,0, 461.0, 346.0, 155.0, 10.0,-1,
179962,179963,0, 606.0, 348.0, 155.0, 10.0,-1,
179968,179969,0, 639.0, 350.0, 155.0, 10.0,-1,
180087,180088,0, 82.0, 351.0, 155.0, 10.0,-1,
180197,180198,0, 244.0, 352.0, 155.0, 10.0,-1,
180275,180276,0, 368.0, 361.0, 155.0, 10.0,-1,
180286,180287,0, 605.0, 370.0, 155.0, 10.0,-1,
180321,180322,0, 130.0, 375.0, 155.0, 10.0,-1,
180331,180332,0, 564.0, 375.0, 155.0, 10.0,-1,
180383,180384,0, 114.0, 379.0, 155.0, 10.0,-1,
180466,180467,0, 790.0, 382.0, 155.0, 10.0,-1,
180505,180506,0, 637.0, 386.0, 155.0, 10.0,-1,
180533,180534,0, 129.0, 389.0, 155.0, 10.0,-1,
180566,180567,0, 564.0, 393.0, 155.0, 10.0,-1,
180594,180595,0, 770.0, 407.0, 155.0, 10.0,-1,
180656,180657,0, 131.0, 408.0, 155.0, 10.0,-1,
180675,180676,0, 608.0, 411.0, 155.0, 10.0,-1,
180704,180705,0, 144.0, 417.0, 155.0, 10.0,-1,
180729,180730,0, 521.0, 418.0, 155.0, 10.0,-1,
181002,181003,0, 83.0, 420.0, 155.0, 10.0,-1,
181121,181122,0, 157.0, 428.0, 155.0, 10.0,-1,
181193,181194,0, 279.0, 428.0, 155.0, 10.0,-1,
181277,181278,0, 294.0, 428.0, 155.0, 10.0,-1,
181374,181375,0, 541.0, 434.0, 155.0, 10.0,-1,
181481,181482,0, 174.0, 436.0, 155.0, 10.0,-1,
181514,181515,0, 345.0, 436.0, 155.0, 10.0,-1,
181566,181567,0, 236.0, 438.0, 155.0, 10.0,-1,
181605,181606,0, 521.0, 438.0, 155.0, 10.0,-1,
181685,181686,0, 190.0, 444.0, 155.0, 10.0,-1,
181694,181695,0, 455.0, 448.0, 155.0, 10.0,-1,
181809,181810,0, 342.0, 461.0, 155.0, 10.0,-1,
182067,182068,0, 138.0, 468.0, 155.0, 10.0,-1,
182581,182582,0, 617.0, 474.0, 155.0, 10.0,-1,
183123,183124,0, 205.0, 492.0, 155.0, 10.0,-1,
183202,183203,0, 562.0, 493.0, 155.0, 10.0,-1,
183744,183745,0, 278.0, 508.0, 155.0, 10.0,-1,
183974,183975,0, 318.0, 512.0, 155.0, 10.0,-1,
184070,184071,0, 296.0, 513.0, 155.0, 10.0,-1,
184588,184589,0, 356.0, 516.0, 155.0, 10.0,-1,
185017,185018,0, 411.0, 516.0, 155.0, 10.0,-1,
185090,185091,0, 492.0, 516.0, 155.0, 10.0,-1,
185279,185280,0, 381.0, 520.0, 155.0, 10.0,-1,
185537,185538,0, 446.0, 520.0, 155.0, 10.0,-1,
185593,185594,0, 513.0, 167.0, 160.0, 10.0,-1,
185814,185815,0, 549.0, 176.0, 160.0, 10.0,-1,
186048,186049,0, 379.0, 180.0, 160.0, 10.0,-1,
186306,186307,0, 668.0, 184.0, 160.0, 10.0,-1,
186439,186440,0, 357.0, 187.0, 160.0, 10.0,-1,
186750,186751,0, 679.0, 196.0, 160.0, 10.0,-1,
187102,187103,0, 694.0, 199.0, 160.0, 10.0,-1,
187388,187389,0, 730.0, 206.0, 160.0, 10.0,-1,
187419,187420,0, 246.0, 212.0, 160.0, 10.0,-1,
187516,187517,0, 776.0, 227.0, 160.0, 10.0,-1,
187569,187570,0, 795.0, 231.0, 160.0, 10.0,-1,
187603,187604,0, 531.0, 234.0, 160.0, 10.0,-1,
187641,187642,0, 401.0, 238.0, 160.0, 10.0,-1,
187766,187767,0, 545.0, 241.0, 160.0, 10.0,-1,
187808,187809,0, 329.0, 245.0, 160.0, 10.0,-1,
187830,187831,0, 831.0, 247.0, 160.0, 10.0,-1,
187937,187938,0, 291.0, 252.0, 160.0, 10.0,-1,
187962,187963,0, 431.0, 255.0, 160.0, 10.0,-1,
188003,188004,0, 622.0, 256.0, 160.0, 10.0,-1,
188021,188022,0, 544.0, 257.0, 160.0, 10.0,-1,
188060,188061,0, 244.0, 259.0, 160.0, 10.0,-1,
188101,188102,0, 448.0, 260.0, 160.0, 10.0,-1,
188145,188146,0, 259.0, 262.0, 160.0, 10.0,-1,
188164,188165,0, 531.0, 262.0, 160.0, 10.0,-1,
188186,188187,0, 227.0, 263.0, 160.0, 10.0,-1,
188248,188249,0, 210.0, 269.0, 160.0, 10.0,-1,
188696,188697,0, 369.0, 269.0, 160.0, 10.0,-1,
188861,188862,0, 560.0, 270.0, 160.0, 10.0,-1,
188882,188883,0, 667.0, 273.0, 160.0, 10.0,-1,
188894,188895,0, 370.0, 282.0, 160.0, 10.0,-1,
188919,188920,0, 843.0, 284.0, 160.0, 10.0,-1,
188935,188936,0, 719.0, 285.0, 160.0, 10.0,-1,
188955,188956,0, 306.0, 287.0, 160.0, 10.0,-1,
188973,188974,0, 590.0, 288.0, 160.0, 10.0,-1,
188975,188976,0, 646.0, 299.0, 160.0, 10.0,-1,
189160,189161,0, 386.0, 302.0, 160.0, 10.0,-1,
189498,189499,0, 94.0, 305.0, 160.0, 10.0,-1,
189700,189701,0, 269.0, 309.0, 160.0, 10.0,-1,
189819,189820,0, 844.0, 309.0, 160.0, 10.0,-1,
189860,189861,0, 594.0, 311.0, 160.0, 10.0,-1,
189891,189892,0, 609.0, 311.0, 160.0, 10.0,-1,
189938,189939,0, 722.0, 312.0, 160.0, 10.0,-1,
189958,189959,0, 902.0, 320.0, 160.0, 10.0,-1,
189976,189977,0, 504.0, 323.0, 160.0, 10.0,-1,
190018,190019,0, 843.0, 325.0, 160.0, 10.0,-1,
190079,190080,0, 608.0, 333.0, 160.0, 10.0,-1,
190119,190120,0, 723.0, 336.0, 160.0, 10.0,-1,
190135,190136,0, 895.0, 337.0, 160.0, 10.0,-1,
190165,190166,0, 589.0, 351.0, 160.0, 10.0,-1,
190204,190205,0, 703.0, 352.0, 160.0, 10.0,-1,
190243,190244,0, 889.0, 352.0, 160.0, 10.0,-1,
190321,190322,0, 171.0, 355.0, 160.0, 10.0,-1,
190440,190441,0, 121.0, 358.0, 160.0, 10.0,-1,
190476,190477,0, 631.0, 358.0, 160.0, 10.0,-1,
190523,190524,0, 688.0, 359.0, 160.0, 10.0,-1,
190652,190653,0, 813.0, 370.0, 160.0, 10.0,-1,
190665,190666,0, 687.0, 372.0, 160.0, 10.0,-1,
190715,190716,0, 871.0, 377.0, 160.0, 10.0,-1,
190771,190772,0, 815.0, 386.0, 160.0, 10.0,-1,
190799,190800,0, 605.0, 387.0, 160.0, 10.0,-1,
190996,190997,0, 309.0, 394.0, 160.0, 10.0,-1,
191009,191010,0, 587.0, 394.0, 160.0, 10.0,-1,
191044,191045,0, 348.0, 397.0, 160.0, 10.0,-1,
191058,191059,0, 655.0, 398.0, 160.0, 10.0,-1,
191123,191124,0, 781.0, 398.0, 160.0, 10.0,-1,
191141,191142,0, 553.0, 408.0, 160.0, 10.0,-1,
191207,191208,0, 742.0, 420.0, 160.0, 10.0,-1,
191304,191305,0, 497.0, 423.0, 160.0, 10.0,-1,
191322,191323,0, 328.0, 430.0, 160.0, 10.0,-1,
191415,191416,0, 585.0, 432.0, 160.0, 10.0,-1,
191463,191464,0, 606.0, 432.0, 160.0, 10.0,-1,
191528,191529,0, 309.0, 433.0, 160.0, 10.0,-1,
191544,191545,0, 260.0, 434.0, 160.0, 10.0,-1,
191578,191579,0, 483.0, 435.0, 160.0, 10.0,-1,
191659,191660,0, 555.0, 437.0, 160.0, 10.0,-1,
191680,191681,0, 439.0, 441.0, 160.0, 10.0,-1,
191709,191710,0, 424.0, 442.0, 160.0, 10.0,-1,
191738,191739,0, 718.0, 444.0, 160.0, 10.0,-1,
192286,192287,0, 101.0, 447.0, 160.0, 10.0,-1,
192311,192312,0, 539.0, 447.0, 160.0, 10.0,-1,
192317,192318,0, 291.0, 451.0, 160.0, 10.0,-1,
192379,192380,0, 474.0, 456.0, 160.0, 10.0,-1,
192523,192524,0, 691.0, 458.0, 160.0, 10.0,-1,
192660,192661,0, 425.0, 461.0, 160.0, 10.0,-1,
192687,192688,0, 387.0, 463.0, 160.0, 10.0,-1,
192740,192741,0, 326.0, 464.0, 160.0, 10.0,-1,
192897,192898,0, 662.0, 469.0, 160.0, 10.0,-1,
193098,193099,0, 644.0, 470.0, 160.0, 10.0,-1,
193229,193230,0, 149.0, 479.0, 160.0, 10.0,-1,
193434,193435,0, 592.0, 489.0, 160.0, 10.0,-1,
193814,193815,0, 183.0, 490.0, 160.0, 10.0,-1,
193995,193996,0, 549.0, 503.0, 160.0, 10.0,-1,
194207,194208,0, 254.0, 511.0, 160.0, 10.0,-1,
194833,194834,0, 431.0, 520.0, 160.0, 10.0,-1,
194835,194836,0, 465.0, 520.0, 160.0, 10.0,-1,
195180,195181,0, 392.0, 526.0, 160.0, 10.0,-1,
196294,196295,0, 528.0, 165.0, 165.0, 10.0,-1,
196734,196735,0, 542.0, 165.0, 165.0, 10.0,-1,
196979,196980,0, 582.0, 167.0, 165.0, 10.0,-1,
197006,197007,0, 615.0, 167.0, 165.0, 10.0,-1,
197512,197513,0, 471.0, 168.0, 165.0, 10.0,-1,
198136,198137,0, 597.0, 169.0, 165.0, 10.0,-1,
198504,198505,0, 454.0, 170.0, 165.0, 10.0,-1,
198596,198597,0, 405.0, 173.0, 165.0, 10.0,-1,
198630,198631,0, 390.0, 175.0, 165.0, 10.0,-1,
198732,198733,0, 638.0, 175.0, 165.0, 10.0,-1,
200022,200023,0, 337.0, 186.0, 165.0, 10.0,-1,
200454,200455,0, 322.0, 190.0, 165.0, 10.0,-1,
200590,200591,0, 714.0, 199.0, 165.0, 10.0,-1,
201091,201092,0, 281.0, 202.0, 165.0, 10.0,-1,
201151,201152,0, 261.0, 206.0, 165.0, 10.0,-1,
201293,201294,0, 748.0, 208.0, 165.0, 10.0,-1,
201705,201706,0, 229.0, 218.0, 165.0, 10.0,-1,
201801,201802,0, 790.0, 218.0, 165.0, 10.0,-1,
201922,201923,0, 200.0, 230.0, 165.0, 10.0,-1,
201965,201966,0, 465.0, 233.0, 165.0, 10.0,-1,
201978,201979,0, 815.0, 238.0, 165.0, 10.0,-1,
202040,202041,0, 165.0, 247.0, 165.0, 10.0,-1,
202052,202053,0, 401.0, 258.0, 165.0, 10.0,-1,
202071,202072,0, 381.0, 259.0, 165.0, 10.0,-1,
202104,202105,0, 135.0, 260.0, 165.0, 10.0,-1,
202440,202441,0, 839.0, 264.0, 165.0, 10.0,-1,
202479,202480,0, 463.0, 268.0, 165.0, 10.0,-1,
202491,202492,0, 480.0, 268.0, 165.0, 10.0,-1,
202579,202580,0, 855.0, 273.0, 165.0, 10.0,-1,
202801,202802,0, 124.0, 274.0, 165.0, 10.0,-1,
202855,202856,0, 175.0, 280.0, 165.0, 10.0,-1,
202908,202909,0, 261.0, 284.0, 165.0, 10.0,-1,
202919,202920,0, 605.0, 292.0, 165.0, 10.0,-1,
202966,202967,0, 149.0, 295.0, 165.0, 10.0,-1,
203007,203008,0, 225.0, 297.0, 165.0, 10.0,-1,
203053,203054,0, 280.0, 298.0, 165.0, 10.0,-1,
203057,203058,0, 185.0, 299.0, 165.0, 10.0,-1,
203125,203126,0, 858.0, 299.0, 165.0, 10.0,-1,
203148,203149,0, 292.0, 305.0, 165.0, 10.0,-1,
203549,203550,0, 84.0, 317.0, 165.0, 10.0,-1,
203598,203599,0, 296.0, 317.0, 165.0, 10.0,-1,
203640,203641,0, 137.0, 319.0, 165.0, 10.0,-1,
203688,203689,0, 76.0, 334.0, 165.0, 10.0,-1,
203737,203738,0, 856.0, 334.0, 165.0, 10.0,-1,
203802,203803,0, 510.0, 335.0, 165.0, 10.0,-1,
203938,203939,0, 835.0, 340.0, 165.0, 10.0,-1,
203968,203969,0, 653.0, 351.0, 165.0, 10.0,-1,
203997,203998,0, 832.0, 356.0, 165.0, 10.0,-1,
204309,204310,0, 68.0, 357.0, 165.0, 10.0,-1,
204373,204374,0, 155.0, 372.0, 165.0, 10.0,-1,
204475,204476,0, 620.0, 372.0, 165.0, 10.0,-1,
204491,204492,0, 827.0, 374.0, 165.0, 10.0,-1,
204546,204547,0, 586.0, 376.0, 165.0, 10.0,-1,
204591,204592,0, 274.0, 378.0, 165.0, 10.0,-1,
204643,204644,0, 70.0, 381.0, 165.0, 10.0,-1,
205013,205014,0, 671.0, 389.0, 165.0, 10.0,-1,
205109,205110,0, 796.0, 392.0, 165.0, 10.0,-1,
205132,205133,0, 522.0, 397.0, 165.0, 10.0,-1,
205158,205159,0, 117.0, 398.0, 165.0, 10.0,-1,
205187,205188,0, 541.0, 401.0, 165.0, 10.0,-1,
205234,205235,0, 76.0, 406.0, 165.0, 10.0,-1,
205311,205312,0, 566.0, 410.0, 165.0, 10.0,-1,
205345,205346,0, 760.0, 422.0, 165.0, 10.0,-1,
205354,205355,0, 622.0, 424.0, 165.0, 10.0,-1,
205401,205402,0, 424.0, 426.0, 165.0, 10.0,-1,
205480,205481,0, 87.0, 435.0, 165.0, 10.0,-1,
205759,205760,0, 734.0, 436.0, 165.0, 10.0,-1,
205933,205934,0, 290.0, 438.0, 165.0, 10.0,-1,
205940,205941,0, 467.0, 442.0, 165.0, 10.0,-1,
205955,205956,0, 227.0, 446.0, 165.0, 10.0,-1,
205992,205993,0, 506.0, 454.0, 165.0, 10.0,-1,
206039,206040,0, 178.0, 455.0, 165.0, 10.0,-1,
206057,206058,0, 706.0, 455.0, 165.0, 10.0,-1,
206229,206230,0, 308.0, 457.0, 165.0, 10.0,-1,
206260,206261,0, 287.0, 461.0, 165.0, 10.0,-1,
206283,206284,0, 676.0, 463.0, 165.0, 10.0,-1,
206389,206390,0, 439.0, 465.0, 165.0, 10.0,-1,
206434,206435,0, 122.0, 467.0, 165.0, 10.0,-1,
206600,206601,0, 411.0, 470.0, 165.0, 10.0,-1,
206791,206792,0, 633.0, 481.0, 165.0, 10.0,-1,
207065,207066,0, 612.0, 485.0, 165.0, 10.0,-1,
207098,207099,0, 161.0, 488.0, 165.0, 10.0,-1,
207587,207588,0, 603.0, 496.0, 165.0, 10.0,-1,
207986,207987,0, 575.0, 499.0, 165.0, 10.0,-1,
208167,208168,0, 234.0, 506.0, 165.0, 10.0,-1,
208169,208170,0, 537.0, 508.0, 165.0, 10.0,-1,
208460,208461,0, 512.0, 511.0, 165.0, 10.0,-1,
208723,208724,0, 369.0, 519.0, 165.0, 10.0,-1,
208929,208930,0, 478.0, 520.0, 165.0, 10.0,-1,
209480,209481,0, 314.0, 522.0, 165.0, 10.0,-1,
209641,209642,0, 344.0, 522.0, 165.0, 10.0,-1,
209790,209791,0, 330.0, 524.0, 165.0, 10.0,-1,
210045,210046,0, 406.0, 524.0, 165.0, 10.0,-1,
